,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Code,Commune
1003473,1075057,21015A22-,MARBOTIN A. (RUE),1075057,20,1,female,parent,596524,4,single_with_child,6,Worker,21015A22-,Schaerbeek
1003474,1075058,21015A22-,MARBOTIN A. (RUE),1075058,20,1,female,parent,596525,4,single_with_child,6,Worker,21015A22-,Schaerbeek
1003478,1075114,21015A22-,MARBOTIN A. (RUE),1075114,19,1,female,parent,596554,4,single_with_child,6,Worker,21015A22-,Schaerbeek
1003479,1075115,21015A22-,MARBOTIN A. (RUE),1075115,19,1,female,parent,596555,4,single_with_child,6,Worker,21015A22-,Schaerbeek
1003480,1075116,21015A22-,MARBOTIN A. (RUE),1075116,19,1,female,parent,596556,4,single_with_child,6,Worker,21015A22-,Schaerbeek
1003484,1075172,21015A22-,MARBOTIN A. (RUE),1075172,18,1,female,parent,596585,4,single_with_child,6,Worker,21015A22-,Schaerbeek
1003485,1075173,21015A22-,MARBOTIN A. (RUE),1075173,18,1,female,parent,596586,4,single_with_child,6,Worker,21015A22-,Schaerbeek
1003486,1075174,21015A22-,MARBOTIN A. (RUE),1075174,18,1,female,parent,596587,4,single_with_child,6,Worker,21015A22-,Schaerbeek
1003742,1075534,21015A22-,MARBOTIN A. (RUE),1075534,18,0,male,parent,596876,4,single_with_child,6,Worker,21015A22-,Schaerbeek
1005981,1077789,21015A231,J. BLOCKX (RUE),1077789,20,1,female,parent,598131,4,single_with_child,6,Worker,21015A231,Schaerbeek
1005986,1077794,21015A231,J. BLOCKX (RUE),1077794,20,1,female,parent,598132,4,single_with_child,6,Worker,21015A231,Schaerbeek
1005997,1077833,21015A231,J. BLOCKX (RUE),1077833,19,1,female,parent,598150,4,single_with_child,6,Worker,21015A231,Schaerbeek
1006005,1077869,21015A231,J. BLOCKX (RUE),1077869,18,1,female,parent,598168,4,single_with_child,6,Worker,21015A231,Schaerbeek
1010533,1082453,21015A20-,HELMET,1082453,20,1,female,parent,599935,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010534,1082454,21015A20-,HELMET,1082454,20,1,female,parent,599936,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010535,1082455,21015A20-,HELMET,1082455,20,1,female,parent,599937,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010536,1082456,21015A20-,HELMET,1082456,20,1,female,parent,599938,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010537,1082457,21015A20-,HELMET,1082457,20,1,female,parent,599939,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010538,1082458,21015A20-,HELMET,1082458,20,1,female,parent,599940,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010539,1082459,21015A20-,HELMET,1082459,20,1,female,parent,599941,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010548,1082536,21015A20-,HELMET,1082536,19,1,female,parent,599982,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010549,1082537,21015A20-,HELMET,1082537,19,1,female,parent,599983,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010550,1082538,21015A20-,HELMET,1082538,19,1,female,parent,599984,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010551,1082539,21015A20-,HELMET,1082539,19,1,female,parent,599985,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010560,1082616,21015A20-,HELMET,1082616,18,1,female,parent,600026,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010561,1082617,21015A20-,HELMET,1082617,18,1,female,parent,600027,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010562,1082618,21015A20-,HELMET,1082618,18,1,female,parent,600028,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1010563,1082619,21015A20-,HELMET,1082619,18,1,female,parent,600029,4,single_with_child,6,Worker,21015A20-,Schaerbeek
1013721,1085913,21015A21-,GUIDO GEZELLE (RUE),1085913,20,1,female,parent,602056,4,single_with_child,6,Worker,21015A21-,Schaerbeek
1013722,1085914,21015A21-,GUIDO GEZELLE (RUE),1085914,20,1,female,parent,602057,4,single_with_child,6,Worker,21015A21-,Schaerbeek
1013726,1085944,21015A21-,GUIDO GEZELLE (RUE),1085944,19,1,female,parent,602073,4,single_with_child,6,Worker,21015A21-,Schaerbeek
1013727,1085945,21015A21-,GUIDO GEZELLE (RUE),1085945,19,1,female,parent,602074,4,single_with_child,6,Worker,21015A21-,Schaerbeek
1013731,1085975,21015A21-,GUIDO GEZELLE (RUE),1085975,18,1,female,parent,602090,4,single_with_child,6,Worker,21015A21-,Schaerbeek
1013732,1085976,21015A21-,GUIDO GEZELLE (RUE),1085976,18,1,female,parent,602091,4,single_with_child,6,Worker,21015A21-,Schaerbeek
1015928,1088224,21016A901,CENTRE-OUEST,1088224,20,1,female,parent,603402,4,single_with_child,6,Worker,21016A901,Uccle
1015929,1088225,21016A901,CENTRE-OUEST,1088225,20,1,female,parent,603403,4,single_with_child,6,Worker,21016A901,Uccle
1015937,1088297,21016A901,CENTRE-OUEST,1088297,19,1,female,parent,603440,4,single_with_child,6,Worker,21016A901,Uccle
1015938,1088298,21016A901,CENTRE-OUEST,1088298,19,1,female,parent,603441,4,single_with_child,6,Worker,21016A901,Uccle
1015939,1088299,21016A901,CENTRE-OUEST,1088299,19,1,female,parent,603442,4,single_with_child,6,Worker,21016A901,Uccle
1015947,1088371,21016A901,CENTRE-OUEST,1088371,18,1,female,parent,603479,4,single_with_child,6,Worker,21016A901,Uccle
1015948,1088372,21016A901,CENTRE-OUEST,1088372,18,1,female,parent,603480,4,single_with_child,6,Worker,21016A901,Uccle
1015949,1088373,21016A901,CENTRE-OUEST,1088373,18,1,female,parent,603481,4,single_with_child,6,Worker,21016A901,Uccle
1018877,1091429,21016A81-,BASCULE,1091429,20,1,female,parent,605215,4,single_with_child,6,Worker,21016A81-,Uccle
1018878,1091430,21016A81-,BASCULE,1091430,20,1,female,parent,605216,4,single_with_child,6,Worker,21016A81-,Uccle
1018890,1091504,21016A81-,BASCULE,1091504,19,1,female,parent,605257,4,single_with_child,6,Worker,21016A81-,Uccle
1018891,1091505,21016A81-,BASCULE,1091505,19,1,female,parent,605258,4,single_with_child,6,Worker,21016A81-,Uccle
1018892,1091506,21016A81-,BASCULE,1091506,19,1,female,parent,605259,4,single_with_child,6,Worker,21016A81-,Uccle
1018904,1091580,21016A81-,BASCULE,1091580,18,1,female,parent,605300,4,single_with_child,6,Worker,21016A81-,Uccle
1018905,1091581,21016A81-,BASCULE,1091581,18,1,female,parent,605301,4,single_with_child,6,Worker,21016A81-,Uccle
1018906,1091582,21016A81-,BASCULE,1091582,18,1,female,parent,605302,4,single_with_child,6,Worker,21016A81-,Uccle
1023523,1096323,21016A82-,CHURCHILL,1096323,20,1,female,parent,608132,4,single_with_child,6,Worker,21016A82-,Uccle
1023524,1096324,21016A82-,CHURCHILL,1096324,20,1,female,parent,608133,4,single_with_child,6,Worker,21016A82-,Uccle
1023525,1096325,21016A82-,CHURCHILL,1096325,20,1,female,parent,608134,4,single_with_child,6,Worker,21016A82-,Uccle
1023526,1096326,21016A82-,CHURCHILL,1096326,20,1,female,parent,608135,4,single_with_child,6,Worker,21016A82-,Uccle
1023540,1096502,21016A82-,CHURCHILL,1096502,19,1,female,parent,608227,4,single_with_child,6,Worker,21016A82-,Uccle
1023541,1096503,21016A82-,CHURCHILL,1096503,19,1,female,parent,608228,4,single_with_child,6,Worker,21016A82-,Uccle
1023542,1096504,21016A82-,CHURCHILL,1096504,19,1,female,parent,608229,4,single_with_child,6,Worker,21016A82-,Uccle
1023543,1096505,21016A82-,CHURCHILL,1096505,19,1,female,parent,608230,4,single_with_child,6,Worker,21016A82-,Uccle
1023544,1096506,21016A82-,CHURCHILL,1096506,19,1,female,parent,608231,4,single_with_child,6,Worker,21016A82-,Uccle
1023558,1096682,21016A82-,CHURCHILL,1096682,18,1,female,parent,608323,4,single_with_child,6,Worker,21016A82-,Uccle
1023559,1096683,21016A82-,CHURCHILL,1096683,18,1,female,parent,608324,4,single_with_child,6,Worker,21016A82-,Uccle
1023560,1096684,21016A82-,CHURCHILL,1096684,18,1,female,parent,608325,4,single_with_child,6,Worker,21016A82-,Uccle
1023561,1096685,21016A82-,CHURCHILL,1096685,18,1,female,parent,608326,4,single_with_child,6,Worker,21016A82-,Uccle
1023562,1096686,21016A82-,CHURCHILL,1096686,18,1,female,parent,608327,4,single_with_child,6,Worker,21016A82-,Uccle
1026153,1099601,21016A232,BEAU SEJOUR,1099601,20,1,female,parent,610302,4,single_with_child,6,Worker,21016A232,Uccle
1026162,1099650,21016A232,BEAU SEJOUR,1099650,19,1,female,parent,610328,4,single_with_child,6,Worker,21016A232,Uccle
1026163,1099651,21016A232,BEAU SEJOUR,1099651,19,1,female,parent,610329,4,single_with_child,6,Worker,21016A232,Uccle
1026172,1099700,21016A232,BEAU SEJOUR,1099700,18,1,female,parent,610355,4,single_with_child,6,Worker,21016A232,Uccle
1026173,1099701,21016A232,BEAU SEJOUR,1099701,18,1,female,parent,610356,4,single_with_child,6,Worker,21016A232,Uccle
1028674,1102282,21016A831,LONGCHAMP,1102282,20,1,female,parent,611718,4,single_with_child,6,Worker,21016A831,Uccle
1028675,1102283,21016A831,LONGCHAMP,1102283,20,1,female,parent,611719,4,single_with_child,6,Worker,21016A831,Uccle
1028683,1102385,21016A831,LONGCHAMP,1102385,19,1,female,parent,611772,4,single_with_child,6,Worker,21016A831,Uccle
1028684,1102386,21016A831,LONGCHAMP,1102386,19,1,female,parent,611773,4,single_with_child,6,Worker,21016A831,Uccle
1028685,1102387,21016A831,LONGCHAMP,1102387,19,1,female,parent,611774,4,single_with_child,6,Worker,21016A831,Uccle
1028693,1102489,21016A831,LONGCHAMP,1102489,18,1,female,parent,611827,4,single_with_child,6,Worker,21016A831,Uccle
1028694,1102490,21016A831,LONGCHAMP,1102490,18,1,female,parent,611828,4,single_with_child,6,Worker,21016A831,Uccle
1028695,1102491,21016A831,LONGCHAMP,1102491,18,1,female,parent,611829,4,single_with_child,6,Worker,21016A831,Uccle
1030099,1104083,21016A111,VERT CHASSEUR,1104083,20,1,female,parent,612853,4,single_with_child,6,Worker,21016A111,Uccle
1032235,1106483,21016A85-,BRUGMANN,1106483,20,1,female,parent,614389,4,single_with_child,6,Worker,21016A85-,Uccle
1032242,1106590,21016A85-,BRUGMANN,1106590,19,1,female,parent,614444,4,single_with_child,6,Worker,21016A85-,Uccle
1032249,1106697,21016A85-,BRUGMANN,1106697,18,1,female,parent,614499,4,single_with_child,6,Worker,21016A85-,Uccle
1035793,1110513,21016A03-,COGHEN,1110513,20,1,female,parent,616658,4,single_with_child,6,Worker,21016A03-,Uccle
1035794,1110514,21016A03-,COGHEN,1110514,20,1,female,parent,616659,4,single_with_child,6,Worker,21016A03-,Uccle
1035795,1110515,21016A03-,COGHEN,1110515,20,1,female,parent,616660,4,single_with_child,6,Worker,21016A03-,Uccle
1035805,1110601,21016A03-,COGHEN,1110601,19,1,female,parent,616705,4,single_with_child,6,Worker,21016A03-,Uccle
1035806,1110602,21016A03-,COGHEN,1110602,19,1,female,parent,616706,4,single_with_child,6,Worker,21016A03-,Uccle
1035807,1110603,21016A03-,COGHEN,1110603,19,1,female,parent,616707,4,single_with_child,6,Worker,21016A03-,Uccle
1035817,1110689,21016A03-,COGHEN,1110689,18,1,female,parent,616752,4,single_with_child,6,Worker,21016A03-,Uccle
1035818,1110690,21016A03-,COGHEN,1110690,18,1,female,parent,616753,4,single_with_child,6,Worker,21016A03-,Uccle
1035819,1110691,21016A03-,COGHEN,1110691,18,1,female,parent,616754,4,single_with_child,6,Worker,21016A03-,Uccle
1039005,1114029,21016A02-,ALSEMBERG-NORD,1114029,20,1,female,parent,618526,4,single_with_child,6,Worker,21016A02-,Uccle
1039006,1114030,21016A02-,ALSEMBERG-NORD,1114030,20,1,female,parent,618527,4,single_with_child,6,Worker,21016A02-,Uccle
1039007,1114031,21016A02-,ALSEMBERG-NORD,1114031,20,1,female,parent,618528,4,single_with_child,6,Worker,21016A02-,Uccle
1039008,1114032,21016A02-,ALSEMBERG-NORD,1114032,20,1,female,parent,618529,4,single_with_child,6,Worker,21016A02-,Uccle
1039019,1114095,21016A02-,ALSEMBERG-NORD,1114095,19,1,female,parent,618564,4,single_with_child,6,Worker,21016A02-,Uccle
1039020,1114096,21016A02-,ALSEMBERG-NORD,1114096,19,1,female,parent,618565,4,single_with_child,6,Worker,21016A02-,Uccle
1039021,1114097,21016A02-,ALSEMBERG-NORD,1114097,19,1,female,parent,618566,4,single_with_child,6,Worker,21016A02-,Uccle
1039032,1114160,21016A02-,ALSEMBERG-NORD,1114160,18,1,female,parent,618601,4,single_with_child,6,Worker,21016A02-,Uccle
1039033,1114161,21016A02-,ALSEMBERG-NORD,1114161,18,1,female,parent,618602,4,single_with_child,6,Worker,21016A02-,Uccle
1039034,1114162,21016A02-,ALSEMBERG-NORD,1114162,18,1,female,parent,618603,4,single_with_child,6,Worker,21016A02-,Uccle
1041034,1116266,21016A922,WOLVENBERG,1116266,20,1,female,parent,620080,4,single_with_child,6,Worker,21016A922,Uccle
1041041,1116307,21016A922,WOLVENBERG,1116307,19,1,female,parent,620101,4,single_with_child,6,Worker,21016A922,Uccle
1041047,1116347,21016A922,WOLVENBERG,1116347,18,1,female,parent,620122,4,single_with_child,6,Worker,21016A922,Uccle
1042309,1117677,21016A912,GLOBE-OUEST,1117677,20,1,female,parent,620814,4,single_with_child,6,Worker,21016A912,Uccle
1042315,1117709,21016A912,GLOBE-OUEST,1117709,19,1,female,parent,620831,4,single_with_child,6,Worker,21016A912,Uccle
1042316,1117710,21016A912,GLOBE-OUEST,1117710,19,1,female,parent,620832,4,single_with_child,6,Worker,21016A912,Uccle
1042322,1117742,21016A912,GLOBE-OUEST,1117742,18,1,female,parent,620849,4,single_with_child,6,Worker,21016A912,Uccle
1042323,1117743,21016A912,GLOBE-OUEST,1117743,18,1,female,parent,620850,4,single_with_child,6,Worker,21016A912,Uccle
1044781,1120253,21016A933,VOSSEGAT-OUEST,1120253,20,1,female,parent,622189,4,single_with_child,6,Worker,21016A933,Uccle
1044782,1120254,21016A933,VOSSEGAT-OUEST,1120254,20,1,female,parent,622190,4,single_with_child,6,Worker,21016A933,Uccle
1044783,1120255,21016A933,VOSSEGAT-OUEST,1120255,20,1,female,parent,622191,4,single_with_child,6,Worker,21016A933,Uccle
1044790,1120352,21016A933,VOSSEGAT-OUEST,1120352,19,1,female,parent,622241,4,single_with_child,6,Worker,21016A933,Uccle
1044791,1120353,21016A933,VOSSEGAT-OUEST,1120353,19,1,female,parent,622242,4,single_with_child,6,Worker,21016A933,Uccle
1044792,1120354,21016A933,VOSSEGAT-OUEST,1120354,19,1,female,parent,622243,4,single_with_child,6,Worker,21016A933,Uccle
1044799,1120451,21016A933,VOSSEGAT-OUEST,1120451,18,1,female,parent,622293,4,single_with_child,6,Worker,21016A933,Uccle
1044800,1120452,21016A933,VOSSEGAT-OUEST,1120452,18,1,female,parent,622294,4,single_with_child,6,Worker,21016A933,Uccle
1044801,1120453,21016A933,VOSSEGAT-OUEST,1120453,18,1,female,parent,622295,4,single_with_child,6,Worker,21016A933,Uccle
1048077,1123981,21016A701,MERLO,1123981,20,1,female,parent,624349,4,single_with_child,6,Worker,21016A701,Uccle
1048078,1123982,21016A701,MERLO,1123982,20,1,female,parent,624350,4,single_with_child,6,Worker,21016A701,Uccle
1048079,1123983,21016A701,MERLO,1123983,20,1,female,parent,624351,4,single_with_child,6,Worker,21016A701,Uccle
1048086,1124054,21016A701,MERLO,1124054,19,1,female,parent,624388,4,single_with_child,6,Worker,21016A701,Uccle
1048087,1124055,21016A701,MERLO,1124055,19,1,female,parent,624389,4,single_with_child,6,Worker,21016A701,Uccle
1048088,1124056,21016A701,MERLO,1124056,19,1,female,parent,624390,4,single_with_child,6,Worker,21016A701,Uccle
1048095,1124127,21016A701,MERLO,1124127,18,1,female,parent,624427,4,single_with_child,6,Worker,21016A701,Uccle
1048096,1124128,21016A701,MERLO,1124128,18,1,female,parent,624428,4,single_with_child,6,Worker,21016A701,Uccle
1048097,1124129,21016A701,MERLO,1124129,18,1,female,parent,624429,4,single_with_child,6,Worker,21016A701,Uccle
1049245,1125405,21016A772,ZWARTEBEEK,1125405,20,1,female,parent,625213,4,single_with_child,6,Worker,21016A772,Uccle
1049840,1126064,21016A72-,MELKRIEK,1126064,19,1,female,parent,625587,4,single_with_child,6,Worker,21016A72-,Uccle
1049843,1126091,21016A72-,MELKRIEK,1126091,18,1,female,parent,625601,4,single_with_child,6,Worker,21016A72-,Uccle
1051692,1127988,21016A71-,KEIENBEMPT,1127988,20,1,female,parent,626559,4,single_with_child,6,Worker,21016A71-,Uccle
1051699,1128045,21016A71-,KEIENBEMPT,1128045,19,1,female,parent,626588,4,single_with_child,6,Worker,21016A71-,Uccle
1051700,1128046,21016A71-,KEIENBEMPT,1128046,19,1,female,parent,626589,4,single_with_child,6,Worker,21016A71-,Uccle
1051707,1128103,21016A71-,KEIENBEMPT,1128103,18,1,female,parent,626618,4,single_with_child,6,Worker,21016A71-,Uccle
1051708,1128104,21016A71-,KEIENBEMPT,1128104,18,1,female,parent,626619,4,single_with_child,6,Worker,21016A71-,Uccle
1054889,1131465,21016A80-,VANDERKINDERE,1131465,20,1,female,parent,628573,4,single_with_child,6,Worker,21016A80-,Uccle
1054890,1131466,21016A80-,VANDERKINDERE,1131466,20,1,female,parent,628574,4,single_with_child,6,Worker,21016A80-,Uccle
1054896,1131542,21016A80-,VANDERKINDERE,1131542,19,1,female,parent,628614,4,single_with_child,6,Worker,21016A80-,Uccle
1054897,1131543,21016A80-,VANDERKINDERE,1131543,19,1,female,parent,628615,4,single_with_child,6,Worker,21016A80-,Uccle
1054898,1131544,21016A80-,VANDERKINDERE,1131544,19,1,female,parent,628616,4,single_with_child,6,Worker,21016A80-,Uccle
1054904,1131620,21016A80-,VANDERKINDERE,1131620,18,1,female,parent,628656,4,single_with_child,6,Worker,21016A80-,Uccle
1054905,1131621,21016A80-,VANDERKINDERE,1131621,18,1,female,parent,628657,4,single_with_child,6,Worker,21016A80-,Uccle
1054906,1131622,21016A80-,VANDERKINDERE,1131622,18,1,female,parent,628658,4,single_with_child,6,Worker,21016A80-,Uccle
1057784,1134736,21016A64-,MOLENSTEEN,1134736,20,1,female,parent,630444,4,single_with_child,6,Worker,21016A64-,Uccle
1057785,1134737,21016A64-,MOLENSTEEN,1134737,20,1,female,parent,630445,4,single_with_child,6,Worker,21016A64-,Uccle
1057788,1134804,21016A64-,MOLENSTEEN,1134804,19,1,female,parent,630479,4,single_with_child,6,Worker,21016A64-,Uccle
1057789,1134805,21016A64-,MOLENSTEEN,1134805,19,1,female,parent,630480,4,single_with_child,6,Worker,21016A64-,Uccle
1057792,1134872,21016A64-,MOLENSTEEN,1134872,18,1,female,parent,630514,4,single_with_child,6,Worker,21016A64-,Uccle
1057793,1134873,21016A64-,MOLENSTEEN,1134873,18,1,female,parent,630515,4,single_with_child,6,Worker,21016A64-,Uccle
1061433,1138641,21016A05-,LE CHAT,1138641,20,1,female,parent,632499,4,single_with_child,6,Worker,21016A05-,Uccle
1061434,1138642,21016A05-,LE CHAT,1138642,20,1,female,parent,632500,4,single_with_child,6,Worker,21016A05-,Uccle
1061435,1138643,21016A05-,LE CHAT,1138643,20,1,female,parent,632501,4,single_with_child,6,Worker,21016A05-,Uccle
1061436,1138644,21016A05-,LE CHAT,1138644,20,1,female,parent,632502,4,single_with_child,6,Worker,21016A05-,Uccle
1061447,1138731,21016A05-,LE CHAT,1138731,19,1,female,parent,632549,4,single_with_child,6,Worker,21016A05-,Uccle
1061448,1138732,21016A05-,LE CHAT,1138732,19,1,female,parent,632550,4,single_with_child,6,Worker,21016A05-,Uccle
1061449,1138733,21016A05-,LE CHAT,1138733,19,1,female,parent,632551,4,single_with_child,6,Worker,21016A05-,Uccle
1061450,1138734,21016A05-,LE CHAT,1138734,19,1,female,parent,632552,4,single_with_child,6,Worker,21016A05-,Uccle
1061461,1138821,21016A05-,LE CHAT,1138821,18,1,female,parent,632599,4,single_with_child,6,Worker,21016A05-,Uccle
1061462,1138822,21016A05-,LE CHAT,1138822,18,1,female,parent,632600,4,single_with_child,6,Worker,21016A05-,Uccle
1061463,1138823,21016A05-,LE CHAT,1138823,18,1,female,parent,632601,4,single_with_child,6,Worker,21016A05-,Uccle
1061464,1138824,21016A05-,LE CHAT,1138824,18,1,female,parent,632602,4,single_with_child,6,Worker,21016A05-,Uccle
1063745,1141369,21016A943,SEPT-BONNIERS,1141369,20,1,female,parent,634297,4,single_with_child,6,Worker,21016A943,Uccle
1064853,1142549,21016A65-,ALSEMBERG-SUD,1142549,20,1,female,parent,634869,4,single_with_child,6,Worker,21016A65-,Uccle
1064859,1142577,21016A65-,ALSEMBERG-SUD,1142577,19,1,female,parent,634884,4,single_with_child,6,Worker,21016A65-,Uccle
1064865,1142605,21016A65-,ALSEMBERG-SUD,1142605,18,1,female,parent,634899,4,single_with_child,6,Worker,21016A65-,Uccle
1066006,1143790,21016A601,BOURDON,1143790,20,1,female,parent,635498,4,single_with_child,6,Worker,21016A601,Uccle
1066011,1143817,21016A601,BOURDON,1143817,19,1,female,parent,635512,4,single_with_child,6,Worker,21016A601,Uccle
1066016,1143844,21016A601,BOURDON,1143844,18,1,female,parent,635526,4,single_with_child,6,Worker,21016A601,Uccle
1067147,1145019,21016A620,KRIEKENPUT,1145019,20,1,female,parent,636112,4,single_with_child,6,Worker,21016A620,Uccle
1067153,1145065,21016A620,KRIEKENPUT,1145065,19,1,female,parent,636136,4,single_with_child,6,Worker,21016A620,Uccle
1067154,1145066,21016A620,KRIEKENPUT,1145066,19,1,female,parent,636137,4,single_with_child,6,Worker,21016A620,Uccle
1067160,1145112,21016A620,KRIEKENPUT,1145112,18,1,female,parent,636161,4,single_with_child,6,Worker,21016A620,Uccle
1067161,1145113,21016A620,KRIEKENPUT,1145113,18,1,female,parent,636162,4,single_with_child,6,Worker,21016A620,Uccle
1070228,1148260,21016A01-,DIEWEG,1148260,20,1,female,parent,637548,4,single_with_child,6,Worker,21016A01-,Uccle
1070229,1148261,21016A01-,DIEWEG,1148261,20,1,female,parent,637549,4,single_with_child,6,Worker,21016A01-,Uccle
1070230,1148262,21016A01-,DIEWEG,1148262,20,1,female,parent,637550,4,single_with_child,6,Worker,21016A01-,Uccle
1070236,1148386,21016A01-,DIEWEG,1148386,19,1,female,parent,637613,4,single_with_child,6,Worker,21016A01-,Uccle
1070237,1148387,21016A01-,DIEWEG,1148387,19,1,female,parent,637614,4,single_with_child,6,Worker,21016A01-,Uccle
1070238,1148388,21016A01-,DIEWEG,1148388,19,1,female,parent,637615,4,single_with_child,6,Worker,21016A01-,Uccle
1070239,1148389,21016A01-,DIEWEG,1148389,19,1,female,parent,637616,4,single_with_child,6,Worker,21016A01-,Uccle
1070245,1148513,21016A01-,DIEWEG,1148513,18,1,female,parent,637679,4,single_with_child,6,Worker,21016A01-,Uccle
1070246,1148514,21016A01-,DIEWEG,1148514,18,1,female,parent,637680,4,single_with_child,6,Worker,21016A01-,Uccle
1070247,1148515,21016A01-,DIEWEG,1148515,18,1,female,parent,637681,4,single_with_child,6,Worker,21016A01-,Uccle
1070248,1148516,21016A01-,DIEWEG,1148516,18,1,female,parent,637682,4,single_with_child,6,Worker,21016A01-,Uccle
1074874,1153378,21016A00-,GLOBE-EST,1153378,20,1,female,parent,640523,4,single_with_child,6,Worker,21016A00-,Uccle
1074875,1153379,21016A00-,GLOBE-EST,1153379,20,1,female,parent,640524,4,single_with_child,6,Worker,21016A00-,Uccle
1074876,1153380,21016A00-,GLOBE-EST,1153380,20,1,female,parent,640525,4,single_with_child,6,Worker,21016A00-,Uccle
1074877,1153381,21016A00-,GLOBE-EST,1153381,20,1,female,parent,640526,4,single_with_child,6,Worker,21016A00-,Uccle
1074878,1153382,21016A00-,GLOBE-EST,1153382,20,1,female,parent,640527,4,single_with_child,6,Worker,21016A00-,Uccle
1074887,1153499,21016A00-,GLOBE-EST,1153499,19,1,female,parent,640588,4,single_with_child,6,Worker,21016A00-,Uccle
1074888,1153500,21016A00-,GLOBE-EST,1153500,19,1,female,parent,640589,4,single_with_child,6,Worker,21016A00-,Uccle
1074889,1153501,21016A00-,GLOBE-EST,1153501,19,1,female,parent,640590,4,single_with_child,6,Worker,21016A00-,Uccle
1074890,1153502,21016A00-,GLOBE-EST,1153502,19,1,female,parent,640591,4,single_with_child,6,Worker,21016A00-,Uccle
1074899,1153619,21016A00-,GLOBE-EST,1153619,18,1,female,parent,640652,4,single_with_child,6,Worker,21016A00-,Uccle
1074900,1153620,21016A00-,GLOBE-EST,1153620,18,1,female,parent,640653,4,single_with_child,6,Worker,21016A00-,Uccle
1074901,1153621,21016A00-,GLOBE-EST,1153621,18,1,female,parent,640654,4,single_with_child,6,Worker,21016A00-,Uccle
1074902,1153622,21016A00-,GLOBE-EST,1153622,18,1,female,parent,640655,4,single_with_child,6,Worker,21016A00-,Uccle
1077626,1156562,21016A102,GROESELENBERG,1156562,20,1,female,parent,642337,4,single_with_child,6,Worker,21016A102,Uccle
1077636,1156628,21016A102,GROESELENBERG,1156628,19,1,female,parent,642371,4,single_with_child,6,Worker,21016A102,Uccle
1077637,1156629,21016A102,GROESELENBERG,1156629,19,1,female,parent,642372,4,single_with_child,6,Worker,21016A102,Uccle
1077647,1156695,21016A102,GROESELENBERG,1156695,18,1,female,parent,642406,4,single_with_child,6,Worker,21016A102,Uccle
1077648,1156696,21016A102,GROESELENBERG,1156696,18,1,female,parent,642407,4,single_with_child,6,Worker,21016A102,Uccle
1079850,1159010,21016A12-,HAMOIR,1159010,20,1,female,parent,643750,4,single_with_child,6,Worker,21016A12-,Uccle
1079851,1159011,21016A12-,HAMOIR,1159011,20,1,female,parent,643751,4,single_with_child,6,Worker,21016A12-,Uccle
1079857,1159115,21016A12-,HAMOIR,1159115,19,1,female,parent,643804,4,single_with_child,6,Worker,21016A12-,Uccle
1079858,1159116,21016A12-,HAMOIR,1159116,19,1,female,parent,643805,4,single_with_child,6,Worker,21016A12-,Uccle
1079864,1159220,21016A12-,HAMOIR,1159220,18,1,female,parent,643858,4,single_with_child,6,Worker,21016A12-,Uccle
1079865,1159221,21016A12-,HAMOIR,1159221,18,1,female,parent,643859,4,single_with_child,6,Worker,21016A12-,Uccle
1082539,1162091,21016A44-,PECHERIE,1162091,20,1,female,parent,645480,4,single_with_child,6,Worker,21016A44-,Uccle
1082540,1162092,21016A44-,PECHERIE,1162092,20,1,female,parent,645481,4,single_with_child,6,Worker,21016A44-,Uccle
1082541,1162093,21016A44-,PECHERIE,1162093,20,1,female,parent,645482,4,single_with_child,6,Worker,21016A44-,Uccle
1082545,1162177,21016A44-,PECHERIE,1162177,19,1,female,parent,645525,4,single_with_child,6,Worker,21016A44-,Uccle
1082546,1162178,21016A44-,PECHERIE,1162178,19,1,female,parent,645526,4,single_with_child,6,Worker,21016A44-,Uccle
1082550,1162262,21016A44-,PECHERIE,1162262,18,1,female,parent,645569,4,single_with_child,6,Worker,21016A44-,Uccle
1082551,1162263,21016A44-,PECHERIE,1162263,18,1,female,parent,645570,4,single_with_child,6,Worker,21016A44-,Uccle
1084186,1164114,21016A322,CHAUSSEE DE WATERLOO-EST,1164114,20,1,female,parent,646827,4,single_with_child,6,Worker,21016A322,Uccle
1086448,1166496,21016A400,SAINT-JOB,1166496,20,1,female,parent,647977,4,single_with_child,6,Worker,21016A400,Uccle
1086449,1166497,21016A400,SAINT-JOB,1166497,20,1,female,parent,647978,4,single_with_child,6,Worker,21016A400,Uccle
