,Unnamed: 0,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
7672,7672,21013A04-,PRISON,7672,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,17.0
7673,7673,21013A04-,PRISON,7673,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,18.0
7674,7674,21013A04-,PRISON,7674,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7675,7675,21013A04-,PRISON,7675,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,0.0
7676,7676,21013A04-,PRISON,7676,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,0.0
7677,7677,21013A04-,PRISON,7677,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7678,7678,21013A04-,PRISON,7678,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,0.0
7679,7679,21013A04-,PRISON,7679,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7680,7680,21013A04-,PRISON,7680,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7681,7681,21013A04-,PRISON,7681,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,19.0
7682,7682,21013A04-,PRISON,7682,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,17.0
7683,7683,21013A04-,PRISON,7683,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,0.0
7684,7684,21013A04-,PRISON,7684,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,0.0
7685,7685,21013A04-,PRISON,7685,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,18.0
7686,7686,21013A04-,PRISON,7686,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,24.0
7687,7687,21013A04-,PRISON,7687,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,18.0
7688,7688,21013A04-,PRISON,7688,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,20.0
7689,7689,21013A04-,PRISON,7689,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,19.0
7690,7690,21013A04-,PRISON,7690,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,18.0
7691,7691,21013A04-,PRISON,7691,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,0.0
7692,7692,21013A04-,PRISON,7692,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,0.0
7693,7693,21013A04-,PRISON,7693,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7694,7694,21013A04-,PRISON,7694,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,18.0
7695,7695,21013A04-,PRISON,7695,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,22.0
7696,7696,21013A04-,PRISON,7696,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,18.0
7697,7697,21013A04-,PRISON,7697,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,25.0
7698,7698,21013A04-,PRISON,7698,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,22.0
7699,7699,21013A04-,PRISON,7699,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7700,7700,21013A04-,PRISON,7700,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7701,7701,21013A04-,PRISON,7701,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7702,7702,21013A04-,PRISON,7702,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7703,7703,21013A04-,PRISON,7703,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,20.0
7704,7704,21013A04-,PRISON,7704,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7705,7705,21013A04-,PRISON,7705,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7706,7706,21013A04-,PRISON,7706,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,19.0
7707,7707,21013A04-,PRISON,7707,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,19.0
7708,7708,21013A04-,PRISON,7708,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,18.0
7709,7709,21013A04-,PRISON,7709,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,0.0
7710,7710,21013A04-,PRISON,7710,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7711,7711,21013A04-,PRISON,7711,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,20.0
7712,7712,21013A04-,PRISON,7712,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7713,7713,21013A04-,PRISON,7713,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,17.0
7714,7714,21013A04-,PRISON,7714,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,17.0
7715,7715,21013A04-,PRISON,7715,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7716,7716,21013A04-,PRISON,7716,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,19.0
7717,7717,21013A04-,PRISON,7717,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,23.0
7718,7718,21013A04-,PRISON,7718,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7719,7719,21013A04-,PRISON,7719,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,22.0
7720,7720,21013A04-,PRISON,7720,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,17.0
7721,7721,21013A04-,PRISON,7721,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,0.0
7722,7722,21013A04-,PRISON,7722,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,24.0
7723,7723,21013A04-,PRISON,7723,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,18.0
7724,7724,21013A04-,PRISON,7724,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7725,7725,21013A04-,PRISON,7725,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,18.0
7726,7726,21013A04-,PRISON,7726,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7727,7727,21013A04-,PRISON,7727,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,18.0
7728,7728,21013A04-,PRISON,7728,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7729,7729,21013A04-,PRISON,7729,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7730,7730,21013A04-,PRISON,7730,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7731,7731,21013A04-,PRISON,7731,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7732,7732,21013A04-,PRISON,7732,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7733,7733,21013A04-,PRISON,7733,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,25.0
7734,7734,21013A04-,PRISON,7734,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,19.0
7735,7735,21013A04-,PRISON,7735,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7736,7736,21013A04-,PRISON,7736,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7737,7737,21013A04-,PRISON,7737,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7738,7738,21013A04-,PRISON,7738,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7739,7739,21013A04-,PRISON,7739,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7740,7740,21013A04-,PRISON,7740,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7741,7741,21013A04-,PRISON,7741,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,17.0
7742,7742,21013A04-,PRISON,7742,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,17.0
7743,7743,21013A04-,PRISON,7743,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A04-,PRISON,16.0
7744,7744,21013A623,FRANCE (RUE DE),7744,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7745,7745,21013A623,FRANCE (RUE DE),7745,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7746,7746,21013A623,FRANCE (RUE DE),7746,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),21.0
7747,7747,21013A623,FRANCE (RUE DE),7747,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),17.0
7748,7748,21013A623,FRANCE (RUE DE),7748,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),0.0
7749,7749,21013A623,FRANCE (RUE DE),7749,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),20.0
7750,7750,21013A623,FRANCE (RUE DE),7750,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),18.0
7751,7751,21013A623,FRANCE (RUE DE),7751,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7752,7752,21013A623,FRANCE (RUE DE),7752,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),17.0
7753,7753,21013A623,FRANCE (RUE DE),7753,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),21.0
7754,7754,21013A623,FRANCE (RUE DE),7754,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),25.0
7755,7755,21013A623,FRANCE (RUE DE),7755,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),17.0
7756,7756,21013A623,FRANCE (RUE DE),7756,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7757,7757,21013A623,FRANCE (RUE DE),7757,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),18.0
7758,7758,21013A623,FRANCE (RUE DE),7758,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7759,7759,21013A623,FRANCE (RUE DE),7759,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7760,7760,21013A623,FRANCE (RUE DE),7760,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7761,7761,21013A623,FRANCE (RUE DE),7761,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),17.0
7762,7762,21013A623,FRANCE (RUE DE),7762,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),0.0
7763,7763,21013A623,FRANCE (RUE DE),7763,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),20.0
7764,7764,21013A623,FRANCE (RUE DE),7764,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7765,7765,21013A623,FRANCE (RUE DE),7765,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7766,7766,21013A623,FRANCE (RUE DE),7766,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),17.0
7767,7767,21013A623,FRANCE (RUE DE),7767,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7768,7768,21013A623,FRANCE (RUE DE),7768,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7769,7769,21013A623,FRANCE (RUE DE),7769,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7770,7770,21013A623,FRANCE (RUE DE),7770,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7771,7771,21013A623,FRANCE (RUE DE),7771,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),26.0
7772,7772,21013A623,FRANCE (RUE DE),7772,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),0.0
7773,7773,21013A623,FRANCE (RUE DE),7773,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A623,FRANCE (RUE DE),16.0
7774,7774,21013A201,ANGLETERRE (RUE D'),7774,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),19.0
7775,7775,21013A201,ANGLETERRE (RUE D'),7775,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),17.0
7776,7776,21013A201,ANGLETERRE (RUE D'),7776,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7777,7777,21013A201,ANGLETERRE (RUE D'),7777,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7778,7778,21013A201,ANGLETERRE (RUE D'),7778,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7779,7779,21013A201,ANGLETERRE (RUE D'),7779,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),26.0
7780,7780,21013A201,ANGLETERRE (RUE D'),7780,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7781,7781,21013A201,ANGLETERRE (RUE D'),7781,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),17.0
7782,7782,21013A201,ANGLETERRE (RUE D'),7782,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7783,7783,21013A201,ANGLETERRE (RUE D'),7783,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7784,7784,21013A201,ANGLETERRE (RUE D'),7784,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),0.0
7785,7785,21013A201,ANGLETERRE (RUE D'),7785,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),17.0
7786,7786,21013A201,ANGLETERRE (RUE D'),7786,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7787,7787,21013A201,ANGLETERRE (RUE D'),7787,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7788,7788,21013A201,ANGLETERRE (RUE D'),7788,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7789,7789,21013A201,ANGLETERRE (RUE D'),7789,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7790,7790,21013A201,ANGLETERRE (RUE D'),7790,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7791,7791,21013A201,ANGLETERRE (RUE D'),7791,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),0.0
7792,7792,21013A201,ANGLETERRE (RUE D'),7792,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7793,7793,21013A201,ANGLETERRE (RUE D'),7793,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7794,7794,21013A201,ANGLETERRE (RUE D'),7794,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),20.0
7795,7795,21013A201,ANGLETERRE (RUE D'),7795,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),22.0
7796,7796,21013A201,ANGLETERRE (RUE D'),7796,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),0.0
7797,7797,21013A201,ANGLETERRE (RUE D'),7797,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),17.0
7798,7798,21013A201,ANGLETERRE (RUE D'),7798,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),0.0
7799,7799,21013A201,ANGLETERRE (RUE D'),7799,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),17.0
7800,7800,21013A201,ANGLETERRE (RUE D'),7800,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7801,7801,21013A201,ANGLETERRE (RUE D'),7801,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),0.0
7802,7802,21013A201,ANGLETERRE (RUE D'),7802,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),17.0
7803,7803,21013A201,ANGLETERRE (RUE D'),7803,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7804,7804,21013A201,ANGLETERRE (RUE D'),7804,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),20.0
7805,7805,21013A201,ANGLETERRE (RUE D'),7805,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),18.0
7806,7806,21013A201,ANGLETERRE (RUE D'),7806,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7807,7807,21013A201,ANGLETERRE (RUE D'),7807,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),0.0
7808,7808,21013A201,ANGLETERRE (RUE D'),7808,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),16.0
7809,7809,21013A201,ANGLETERRE (RUE D'),7809,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),0.0
7810,7810,21013A201,ANGLETERRE (RUE D'),7810,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),17.0
7811,7811,21013A201,ANGLETERRE (RUE D'),7811,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),20.0
7812,7812,21013A201,ANGLETERRE (RUE D'),7812,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),17.0
7813,7813,21013A201,ANGLETERRE (RUE D'),7813,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21013A201,ANGLETERRE (RUE D'),17.0
